ORF	start	stop	orientation	name	function	class	subclass	EC	LocateP Subcellular Localization Prediction				
lp_1767	1601959	1603299	+	lp_1767	glycosyl hydrolase, family 25 (putative)	Cellular processes	Murein sacculus and peptidoglycan		@Secretory(released) (with CS)				
lp_1768	1603384	1604439	+	lp_1768	muramoyl-tetrapeptide carboxypeptidase, S66 family (putative)	Cellular processes	Murein sacculus and peptidoglycan	3.4.17.13	@Intracellular				
lp_1770	1604587	1605339	+	lp_1770	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1771	1605342	1606016	+	lp_1771	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_1773	1606177	1607253	-	lp_1773	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_1774	1607510	1608301	+	lp_1774	hydrolase (putative)	Hypothetical proteins	Not conserved: putative function		@Intracellular				
lp_1776	1608462	1609565	+	lp_1776	oxidoreductase, FAD-dependent	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_1777	1609568	1609951	-	esbB	cell wall enzyme	Cell envelope	Cell surface proteins: other		@Intracellular				
lp_1778	1609986	1610369	+	esbA	pore-forming protein	Cell envelope	Cell surface proteins: other		@Multi-transmembrane				
lp_1779	1610466	1612118	+	fhs	formate--tetrahydrofolate ligase	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	6.3.4.3	@Intracellular				
lp_1780	1612454	1612900	+	lspA	signal peptidase II	Protein fate	Protein and peptide secretion	3.4.23.36	@Multi-transmembrane				
lp_1781	1612923	1613843	+	rluD1	RNA pseudouridylate synthase	Protein synthesis	tRNA and rRNA base modification	4.2.1.70	@Intracellular				
lp_1782	1614005	1614526	+	pyrR2	pyrimidine operon regulator	Regulatory functions	Other		@Intracellular				
lp_1783	1614564	1615643	+	pyrAA2	carbamoyl-phosphate synthase (glutamine-hydrolysing), small chain	Purines, pyrimidines, nucleosides and nucleotides	Pyrimidine ribonucleotide biosynthesis	6.3.5.5	@Intracellular				
lp_1784	1615643	1618201	+	pyrAB2	carbamoyl-phosphate synthase (glutamine-hydrolysing), large chain	Purines, pyrimidines, nucleosides and nucleotides	Pyrimidine ribonucleotide biosynthesis	6.3.5.5					
lp_1785	1618383	1618979	+	pgm5	phosphoglycerate mutase family protein	Energy metabolism	Glycolysis	5.4.2.1	@Intracellular				
lp_1786	1619096	1619503	-	lp_1786	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1787	1620072	1620737	-	cat	chloramphenicol O-acetyltransferase	Other categories	Drug and analog sensitivity	2.3.1.28	@Intracellular				
lp_1788	1620741	1621109	-	lp_1788	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1789	1621116	1621838	-	lp_1789	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1790	1622041	1622532	+	lp_1790	phosphohydrolase, MutT/nudix family (putative)	Purines, pyrimidines, nucleosides and nucleotides	Salvage of nucleosides and nucleotides		@Intracellular				
lp_1791	1622929	1623825	+	lp_1791	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_1792	1623841	1624599	+	lp_1792	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1793	1624723	1626426	-	lp_1793	adherence protein, fibrinogen-binding protein homolog	Cell envelope	Cell surface proteins: other		@Intracellular				
lp_1795	1626911	1627330	+	lp_1795	transcription regulator, MarR family	Regulatory functions	MarR-family regulators		@Intracellular				
lp_1796	1627418	1628284	+	lp_1796	DegV family protein	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1797	1628289	1628720	+	lp_1797	acetyltransferase, GNAT family (putative)	Hypothetical proteins	Conserved: putative function	2.3.1.-	@Intracellular				
lp_1798	1628838	1629572	+	lp_1798	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1799	1629691	1630422	+	lp_1799	unknown	Hypothetical proteins	Not conserved: other		@N-terminally anchored (No CS)				
lp_1800	1630517	1630804	+	lp_1800	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1801	1630889	1631674	+	lp_1801	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Intracellular				
lp_1803	1631883	1633067	-	lp_1803	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1805	1633405	1633734	+	lp_1805	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1806	1633744	1634070	+	lp_1806	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1807	1634293	1635036	+	lp_1807	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1809	1635168	1636022	-	lp_1809	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1811	1636247	1637584	+	lp_1811	amino acid transport protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_1812	1637780	1638661	+	lp_1812	lipoprotein precursor (putative)	Cell envelope	Cell surface proteins: lipoproteins		@Lipid anchored				
lp_1813	1638818	1639165	-	lp_1813	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1814	1639283	1640872	-	lp_1814	L-lactate transport protein (putative)	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Multi-transmembrane				
lp_1815	1640902	1642248	-	lp_1815	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1816	1642529	1643227	+	tarI	D-ribitol-5-phosphate cytidylyltransferase (putative)	Cell envelope	Teichoic acid biosynthesis	2.7.7.40	@Intracellular				
lp_1817	1643232	1644254	+	tarJ	ribitol-5-phosphate 2-dehydrogenase (putative)	Cell envelope	Teichoic acid biosynthesis	1.1.1.137	@Intracellular				
lp_1818	1644245	1645363	+	tarK	ribitolphosphotransferase	Cell envelope	Teichoic acid biosynthesis		@Intracellular				
lp_1819	1645367	1647262	+	tarL	ribitolphosphotransferase	Cell envelope	Teichoic acid biosynthesis		@Intracellular				
lp_1820	1647364	1647888	+	lp_1820	acetyltransferase, GNAT family (putative)	Hypothetical proteins	Conserved: putative function	2.3.1.-	@Intracellular				
lp_1821	1648048	1648482	+	lp_1821	transcription regulator, MarR family	Regulatory functions	MarR-family regulators		@Intracellular				
lp_1822	1648551	1649897	+	gshR3	glutathione reductase	Biosynthesis of cofactors, prosthetic groups, and carriers	Glutathione, thioredoxin, and glutaredoxin	1.8.1.7	@Intracellular				
lp_1823	1649983	1650381	-	lp_1823	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_1824	1650581	1651885	+	lp_1824	glycosyltransferase (putative)	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens	2.4.1.-	@Multi-transmembrane				
lp_1825	1651900	1653423	+	lp_1825	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_1833	1655652	1656503	+	lp_1833	integrase, N-terminal SAM-like	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1834	1656719	1656916	+	lp_1834	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1835	1657086	1657598	-	msrA2	protein-methionine-S-oxide reductase	Protein fate	Protein modification and repair	1.8.4.11	@Intracellular				
lp_1836	1657629	1658060	-	mrsB	protein-methionine-S-oxide reductase	Protein fate	Protein modification and repair	1.8.4.11	@Intracellular				
lp_1837	1658191	1659117	-	lp_1837	inorganic pyrophosphatase, Mn-dependent	Central intermediary metabolism	Phosphorus compounds	3.6.1.1	@Intracellular				
lp_1838	1659143	1660099	-	lp_1838	transcription regulator, LysR family	Regulatory functions	LysR-family regulators		@Intracellular				
lp_1839	1660286	1662733	-	parC	topoisomerase IV, subunit A	DNA metabolism	DNA replication recombination, and repair	5.99.1.-	@Intracellular				
lp_1840	1662750	1664753	-	parE	topoisomerase IV, subunit B	DNA metabolism	DNA replication recombination, and repair	5.99.1.-	@Intracellular				
lp_1842	1665238	1665861	+	lp_1842	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1843	1666062	1666937	-	lp_1843	aldose 1-epimerase family protein	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1845	1666967	1668382	-	hslU	ATP-dependent Hsl protease, ATP-binding subunit HslU	Cellular processes	Adaptations and atypical conditions (Clp system)		@Intracellular				
lp_1846	1668403	1668942	-	hslV	ATP-dependent protease HslV	Cellular processes	Adaptations and atypical conditions (Clp system)	3.4.99.-	@Intracellular				
lp_1847	1668929	1669870	-	lp_1847	integrase/recombinase, XerC/CodV family	Other categories	Phage and prophage related functions		@Intracellular				
lp_1848	1669953	1671275	-	gidC	glucose inhibited division protein GidC	Cellular processes	Cell division		@Intracellular				
lp_1850	1671557	1673701	-	topA	DNA topoisomerase	DNA metabolism	DNA replication recombination, and repair	5.99.1.2	@Intracellular				
lp_1852	1673793	1674656	-	dprA	DNA processing protein	DNA metabolism	DNA replication recombination, and repair		@Intracellular				
lp_1853	1674738	1675502	-	rnhB	ribonuclease HII	Transcription	Degradation of RNA	3.1.26.4	@Intracellular				
lp_1854	1675498	1676349	-	lp_1854	GTPase	Other categories	Other		@Intracellular				
lp_1855	1676523	1676747	-	lp_1855	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1856	1676913	1678058	-	lp_1856	methonine synthase (cobalamine-independent), C-terminal domain (putative)	Amino acid biosynthesis	Aspartate family		@Intracellular				
lp_1857	1678248	1679174	+	lp_1857	transcription regulator, LysR family	Regulatory functions	LysR-family regulators		@Intracellular				
lp_1858	1679429	1680361	-	mrr	mrr restriction system protein	DNA metabolism	Restriction and modification		@Intracellular				
lp_1859	1680551	1681246	-	lp_1859	oxidoreductase	Hypothetical proteins	Conserved: putative function	1.1.1.-	@Intracellular				
lp_1860	1681246	1682301	-	lp_1860	luciferase-like monooxygenase	Hypothetical proteins	Conserved: putative function	1.14.-.-	@Intracellular				
lp_1863	1682589	1684061	-	lp_1863	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1864	1684431	1685906	-	ctpA	carboxy-terminal proteinase, S41 family, peptidoglycan-bound	Protein fate	Degradation of proteins, peptides, and glycopeptides	3.4.21.102	@N-terminally anchored (No CS)				
lp_1865	1685939	1686157	-	lp_1865	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1866	1686172	1686813	-	lp_1866	extracellular protein (putative)	Cell envelope	Conserved: other		@N-terminally anchored (No CS)				
lp_1867	1686829	1687770	-	lp_1867	extracellular lipase/acylhydrolase with GDSL-like motif	Hypothetical proteins	Conserved: putative function		@N-terminally anchored (No CS)				
lp_1868	1687923	1688771	-	lp_1868	DegV family protein	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1869	1688881	1689369	-	dfrA	dihydrofolate reductase	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	1.5.1.3	@Intracellular				
lp_1870	1689382	1690329	-	thyA	thymidylate synthase	Purines, pyrimidines, nucleosides and nucleotides	Pyrimidine ribonucleotide biosynthesis	2.1.1.45	@Intracellular				
lp_1871	1690345	1692252	-	lp_1871	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_1872	1692441	1692890	-	lp_1872	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1873	1692950	1694170	-	lp_1873	tRNA nucleotidyltransferase/poly(A) polymerase	Transcription	RNA synthesis, modification, and DNA transcription	2.7.7.-	@Intracellular				
lp_1874	1694170	1694952	-	dapB	dihydrodipicolinate reductase	Amino acid biosynthesis	Aspartate family	1.3.1.26	@Intracellular				
lp_1876	1695241	1696035	-	lp_1876	hydrolase, HAD superfamily, Cof family	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1877	1696149	1697414	-	lp_1877	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1879	1697629	1697901	-	hbsU	DNA-binding protein 	DNA metabolism	DNA replication recombination, and repair		@Intracellular				
lp_1880	1697950	1698054	-	lp_1880	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1881	1698155	1699462	-	lp_1881	GTP-binding protein	Regulatory functions	GTP-binding proteins		@Intracellular				
lp_1882	1699600	1700886	-	rpsA	ribosomal protein S1	Protein synthesis	Ribosomal proteins: synthesis		@Intracellular				
lp_1883	1700979	1701662	-	cmk	cytidylate kinase	Purines, pyrimidines, nucleosides and nucleotides	Pyrimidine ribonucleotide biosynthesis	2.7.4.14	@Intracellular				
lp_1884	1701700	1702329	-	lp_1884	extracellular protein (putative)	Cell envelope	Conserved: other		@N-terminally anchored (No CS)				
lp_1885	1702394	1703830	-	recQ2	ATP-dependent DNA helicase RecQ	DNA metabolism	DNA replication recombination, and repair	3.6.1.-	@Intracellular				
lp_1886	1703820	1704860	-	lp_1886	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1887	1705199	1705780	-	lp_1887	riboflavin transporter (putative)	Transport and binding proteins	Other		@Multi-transmembrane				
lp_1888	1706083	1706796	-	rluB	16S rRNA pseudouridylate synthase	Protein synthesis	tRNA and rRNA base modification	4.2.1.70	@Intracellular				
lp_1889	1706799	1707395	-	scpB	chromosome segregation and condensation protein ScpB 	Cellular processes	Cell division		@Intracellular				
lp_1890	1707385	1708119	-	scpA	chromosome segregation and condensation protein ScpA 	Cellular processes	Cell division		@Intracellular				
lp_1891	1708118	1708498	-	lp_1891	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1892	1708540	1709427	-	lp_1892	integrase/recombinase, XerC/CodV family	Other categories	Phage and prophage related functions		@Intracellular				
lp_1893	1709438	1710322	-	lp_1893	nucleotide-binding protein (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1894	1710381	1710836	-	lp_1894	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1897	1711812	1713569	-	pyk	pyruvate kinase	Energy metabolism	Glycolysis	2.7.1.40	@Intracellular				
lp_1898	1713658	1714617	-	pfk	6-phosphofructokinase	Energy metabolism	Glycolysis	2.7.1.11	@Intracellular				
lp_1899	1714734	1718081	-	dnaE	DNA-directed DNA polymerase III, alpha chain	DNA metabolism	DNA replication recombination, and repair	2.7.7.7	@Intracellular				
lp_1900	1718442	1718639	+	lp_1900	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1903	1719292	1721892	-	clpB	ATP-dependent Clp protease, ATP-binding subunit ClpB	Cellular processes	Adaptations and atypical conditions (Clp system)		@Intracellular				
lp_1904	1722012	1723247	-	pepT	tripeptidase, M20B family	Protein fate	Degradation of proteins, peptides, and glycopeptides	3.4.11.4	@Intracellular				
lp_1905	1723289	1724308	-	lp_1905	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1906	1724298	1725002	-	lp_1906	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1908	1725556	1726758	+	lp_1908	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1909	1726870	1727637	-	drrB	mrr restriction system protein	Transport and binding proteins	Multidrug resistance		@Multi-transmembrane				
lp_1910	1727655	1728593	-	drrA	ABC transporter, ATP-binding protein	Transport and binding proteins	Multidrug resistance		@Intracellular				
lp_1911	1728768	1729271	+	lp_1911	transcription regulator, MarR family 	Regulatory functions	MarR-family regulators		@Intracellular				
lp_1912	1729432	1731825	-	pps	phosphoenolpyruvate synthase (pyruvate phosphate dikinase)	Energy metabolism	Glycolysis	2.7.9.2	@Intracellular				
lp_1913	1732258	1732623	-	lp_1913	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1914	1732619	1733149	-	lp_1914	transcription regulator, MarR family	Regulatory functions	MarR-family regulators		@Intracellular				
lp_1915	1733492	1734634	+	lp_1915	lipoprotein precursor	Cell envelope	Cell surface proteins: lipoproteins		@Lipid anchored				
lp_1916	1734966	1736069	-	lp_1916	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane(Lipid modified N-termini)				
lp_1918	1736403	1737374	-	lp_1918	oxidoreductase	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_1919	1737488	1739761	-	mntA	cadmium-/manganese- transporting P-type ATPase	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_1920	1739832	1741118	-	enoA2	enolase (phosphopyruvate hydratase)	Energy metabolism	Glycolysis	4.2.1.11	@Intracellular				
lp_1921	1741295	1742686	-	lp_1921	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1922	1742852	1743298	+	lp_1922	transcription regulator, MarR family (putative)	Regulatory functions	MarR-family regulators		@Intracellular				
lp_1923	1743374	1744516	-	dapE1	succinyl-diaminopimelate desuccinylase	Amino acid biosynthesis	Aspartate family	3.5.1.18	@Intracellular				
lp_1925	1744640	1746328	-	nox3	NADH oxidase	Energy metabolism	Aerobic	1.6.-.-	@Intracellular				
lp_1926	1746521	1747270	+	lp_1926	transcription regulator, DeoR family	Regulatory functions	DeoR-family regulators		@Intracellular				
lp_1927	1747289	1747891	+	lp_1926	phosphohydrolase, MutT/nudix family (putative)	Purines, pyrimidines, nucleosides and nucleotides	Salvage of nucleosides and nucleotides		@N-terminally anchored (No CS)				
lp_1928	1748096	1748494	-	spx2	regulatory protein Spx	Regulatory functions	Protein interactions		@Intracellular				
lp_1929	1748663	1749049	-	lp_1929	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1930	1749282	1749911	-	lp_1930	oxidoreductase	Energy metabolism	Aerobic		@Intracellular				
lp_1931	1750350	1752026	-	lp_1931	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1932	1752189	1752854	-	lp_1932	phosphohydrolase, possibly inorganic pyrophosphatase (3.6.1.1)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1933	1752850	1753455	-	thgA2	galactoside O-acetyltransferase	Central intermediary metabolism	General	2.3.1.18	@Intracellular				
lp_1934	1753529	1754239	-	lp_1934	transcription regulator, RpiR family	Regulatory functions	RpiR-family regulators		@Intracellular				
lp_1935	1754574	1755425	-	lp_1935	cell surface hydrolase, membrane-bound (putative)	Cell envelope	Cell surface proteins: lipoproteins		@Lipid anchored				
lp_1936	1755567	1756205	-	lp_1936	oxidoreductase	Energy metabolism	Aerobic		@Intracellular				
lp_1937	1756211	1756642	-	lp_1937	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1938	1756858	1757745	+	lp_1938	transcription regulator, LysR family	Regulatory functions	LysR-family regulators		@Intracellular				
lp_1939	1757912	1758853	+	lp_1939	oxidoreductase	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_1941	1759381	1760784	-	nox4	NADH oxidase	Energy metabolism	Aerobic	1.6.99.-	@Intracellular				
lp_1942	1760942	1761544	-	rrp6	two-component response regulator, LuxR family	Regulatory functions	Two-component regulators		@Intracellular				
lp_1943	1761557	1762657	-	hpk6	histidine protein kinase; sensor protein	Regulatory functions	Two-component regulators	2.7.3.-	@Multi-transmembrane				
lp_1944	1762644	1763411	-	lp_1944	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1945	1763411	1764295	-	lp_1945	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_1946	1764502	1764810	-	lp_1946	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_1947	1764942	1765406	+	lp_1947	acetyltransferase, GNAT family (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1948	1765438	1765902	+	lp_1948	transcription regulator, MarR family	Regulatory functions	MarR-family regulators		@Intracellular				
lp_1949	1765902	1766567	+	lp_1949	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1953	1767324	1767734	-	lp_1953	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1954	1768315	1769211	+	lp_1954	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_1955	1769228	1769977	+	lp_1955	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1956	1770056	1771111	-	lp_1956	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1957	1771111	1772178	-	lp_1957	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1958	1772183	1773073	-	lp_1958	acetoin ABC transporter, ATP-binding protein	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Intracellular				
lp_1959	1773060	1773446	-	lp_1959	acetoin transport repressor, GntR family	Regulatory functions	GntR-family regulators		@Intracellular				
lp_1962	1774205	1775308	-	rpoD	DNA-directed RNA polymerase, sigma factor 42	Transcription	Transcription factors		@Intracellular				
lp_1963	1775393	1777270	-	dnaG	DNA primase DnaG	DNA metabolism	DNA replication recombination, and repair	2.7.7.-	@Intracellular				
lp_1964	1777530	1779611	-	glyS	glycine--tRNA ligase, beta chain	Protein synthesis	tRNA aminoacylation	6.1.1.14	@Intracellular				
lp_1965	1779614	1780510	-	glyQ	glycine--tRNA ligase, alpha chain	Protein synthesis	tRNA aminoacylation	6.1.1.14	@Intracellular				
lp_1966	1780836	1781609	-	recO	DNA repair protein RecO	DNA metabolism	DNA replication recombination, and repair		@Intracellular				
lp_1967	1781643	1782548	-	lp_1967	GTP-binding protein	Regulatory functions	GTP-binding proteins		@Intracellular				
lp_1968	1782592	1783005	-	dgk	diacylglycerol kinase	Fatty acid and phospholipid metabolism	Glycerolipid metabolism	2.7.1.107	@Multi-transmembrane				
lp_1969	1782992	1783468	-	lp_1969	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1970	1783481	1784455	-	phoH	phosphate starvation-inducible protein	Cellular processes	Adaptations and atypical conditions (Other)		@Intracellular				
lp_1972	1784791	1785231	-	lp_1972	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1973	1785276	1785461	-	rpsU	ribosomal protein S21	Protein synthesis	Ribosomal proteins: synthesis		@Intracellular				
lp_1974	1785694	1786509	+	lp_1974	transcription regulator of gluconeogenic genes	Regulatory functions	Other		@Intracellular				
lp_1975	1786658	1787380	-	lp_1975	short-chain dehydrogenase/oxidoreductase	Energy metabolism	Aerobic	1.-.-.-	@N-terminally anchored (No CS)				
lp_1976	1787441	1788334	-	nfo	deoxyribonuclease IV	DNA metabolism	DNA replication recombination, and repair	3.1.21.2	@Intracellular				
lp_1977	1788450	1789607	-	tagB3	glycosyl/glycerophosphate transferase	Cell envelope	Teichoic acid biosynthesis		@Intracellular				
lp_1978	1789983	1790855	-	lp_1978	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1979	1791061	1791588	-	msrA3	protein-methionine-S-oxide reductase	Protein fate	Protein modification and repair	1.8.4.11	@Intracellular				
lp_1980	1791672	1793465	-	aspS	aspartate--tRNA ligase	Protein synthesis	tRNA aminoacylation	6.1.1.12	@Intracellular				
lp_1981	1793510	1794787	-	hisS	histidine--tRNA ligase	Protein synthesis	tRNA aminoacylation	6.1.1.21	@Intracellular				
lp_1982	1795178	1796023	+	lytH	N-acetylmuramoyl-L-alanine amidase	Cell envelope	Murein sacculus and peptidoglycan	3.5.1.28	@N-terminally anchored (No CS)				
lp_1983	1796295	1797134	+	lp_1983	fructosamine kinase family protein	Protein fate	Protein modification and repair		@Intracellular				
lp_1985	1797248	1797868	-	lp_1985	phosphohydrolase	Hypothetical proteins	Conserved: putative function	3.6.1.40 or 3.6.1.1	@Intracellular				
lp_1986	1797944	1798387	-	dtd	D-Tyr-tRNATyr deacylase	Protein synthesis	tRNA and rRNA base modification	3.1.-.-	@Intracellular				
lp_1987	1798400	1800664	-	relA	pyrophosphokinase & pyrophosphohydrolase	Purines, pyrimidines, nucleosides and nucleotides	Nucleotide and nucleoside interconversions	2.7.6.5 & 3.1.7.2	@Intracellular				
lp_1988	1800748	1801080	-	lp_1988	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_1989	1801154	1801903	-	lp_1989	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1990	1801919	1802866	-	lp_1990	ribosomal protein L11 methyltransferase (putative)	Protein synthesis	Ribosomal proteins: modification	2.1.1.-	@Intracellular				
lp_1991	1802978	1803604	-	lp_1991	DNA-3-methyladenine glycosylase II	DNA metabolism	DNA replication recombination, and repair	3.2.2.21	@Intracellular				
lp_1992	1803674	1803961	-	lp_1992	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1994	1804216	1804503	+	lp_1994	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1995	1804815	1805564	+	lp_1995	lipoprotein precursor (putative)	Cell envelope	Cell surface proteins: lipoproteins		@Lipid anchored				
lp_1997	1805861	1806181	+	lp_1997	integrase, fragment	Other categories	Phage and prophage related functions		@Intracellular				
lp_2000	1807172	1807981	+	lp_2000	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_2001	1808038	1808397	-	lp_2001	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_2002	1808476	1809141	+	lp_2002	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2003	1809122	1810246	+	lp_2003	zinc metallopeptidase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_2004	1810279	1811016	+	lp_2004	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_2005	1811103	1811393	-	ISP1-C1	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_2006	1811518	1813167	-	ISP2_3	transposase	Other categories	Transposon related functions		@Intracellular /TMH start  AFTER 60				
lp_2007	1813311	1813667	-	ISP1-M	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_2009	1813667	1814095	-	ISP1-N1	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_2010	1814349	1814570	+	lp_2010	transposase, fragment (putative)	Other categories	Transposon related functions		@Intracellular				
lp_2011	1814577	1814921	+	lp_2011	transposase, fragment (putative)	Other categories	Transposon related functions		@Intracellular				
lp_2011a	1814921	1815061	+	lp_2011a	transposase, fragment (putative)	Other categories	Transposon related functions						
lp_2013	1815185	1815394	+	lp_2013	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_2013a	1815394	1815585	+	lp_2013a	transposase, fragment (putative)	Other categories	Transposon related functions						
lp_2014	1815575	1815811	+	lp_2014	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_2015	1815873	1817705	-	lepA1	GTP-binding translation elongation factor LepA	Protein synthesis	Translation factors		@Intracellular				
lp_2016	1817872	1819146	-	dltD	poly(glycerophosphate chain) D-alanine transfer protein DltD	Cell envelope	Teichoic acid biosynthesis		@N-terminally anchored (No CS)				
lp_2017	1819146	1819385	-	dltC1	D-alanine--poly(phosphoribitol) ligase subunit 2 	Cell envelope	Teichoic acid biosynthesis	6.1.1.13	@Intracellular				
lp_2018	1819412	1820623	-	dltB	D-alanyl transfer protein DltB	Cell envelope	Teichoic acid biosynthesis		@Multi-transmembrane				
lp_2019	1820623	1822146	-	dltA	D-alanine--poly(phosphoribitol) ligase subunit 1	Cell envelope	Teichoic acid biosynthesis	6.1.1.13	@Intracellular				
lp_2020	1822192	1822338	-	dltX	D-Ala-teichoic acid biosynthesis protein (putative)	Cell envelope	Teichoic acid biosynthesis		@N-terminally anchored (No CS)				
lp_2021	1822373	1823563	-	pbpX2	serine-type D-Ala-D-Ala carboxypeptidase	Cell envelope	Murein sacculus and peptidoglycan	3.4.16.4	@N-terminally anchored (No CS)				
